Wavelength (nm),Transmittance(%),Std.Dev.
190,0.0100000109795873,0.00554639520314895
191,0.0100000219591867,0.0126522176407095
192,0.0100000219591867,0.0245975944438445
193,0.0100000219591867,0.0132872131957315
194,0.0100000219591867,0.0121312335545809
195,0.0100000219591867,0.00756647504124614
196,0.0100000219591867,0.00808554373264374
197,0.0100000219591867,0.00515508821018641
198,0.0100000219591867,0.00420979256618417
199,0.0100000219591867,0.00560570532231273
200,0.0100000219591867,0.00806926821507632
201,0.0100000219591867,0.00760845839437164
202,0.0100000219591867,0.0129545678190021
203,0.0100000219591867,0.00841766318173385
204,0.0100000219591867,0.0116921486973006
205,0.0100000219591867,0.0172918977311109
206,0.0100000219591867,0.0325873836998229
207,0.0100000219591867,0.020349033578753
208,0.0100000219591867,0.0122066898867118
209,0.0100000219591867,0.0210655552450671
210,0.0100000219591867,0.0111066508285176
211,0.0100000219591867,0.00976762159418228
212,0.0100000219591867,0.0131122306686292
213,0.0100000219591867,0.0128790960739595
214,0.0100000219591867,0.0107594211341846
215,0.0100000219591867,0.0141725352361265
216,0.0100000219591867,0.0148065306353282
217,0.0100000219591867,0.0173017198834117
218,0.0100000219591867,0.0197367128587364
219,0.0100000219591867,0.00981883917627891
220,0.0100000219591867,0.0177266826157926
221,0.0100000219591867,0.0383836224676872
222,0.0100000219591867,0.0228495525019135
223,0.0100000219591867,0.00968005514746188
224,0.0100000219591867,0.00896340805663195
225,0.0100000219591867,0.00905946815514011
226,0.0100000219591867,0.00462364173332406
227,0.0100000219591867,0.0069237149287179
228,0.0100000219591867,0.0149457510866871
229,0.0100000219591867,0.0264009430849059
230,0.0100000219591867,0.025583601055888
231,0.0100000219591867,0.0158836222971045
232,0.0100000219591867,0.0205806888391226
233,0.0100000219591867,0.0324056483497881
234,0.0100000219591867,0.0102395100791299
235,0.0100000219591867,0.0219668274755226
236,0.0100000219591867,0.0264829394898531
237,0.0100000219591867,0.0156017508160147
238,0.0100000109795873,0.00630271983273522
239,0.0100067657098044,0.0059740253049103
240,0.0100000109795873,0.00361356918420464
241,0.0101467433470165,0.00254238901801625
242,0.0107231424387018,0.0138255550818281
243,0.0100000109795873,0.0276328315543819
244,0.0100260444851405,0.016163435634424
245,0.0100000109795873,0.00734029163031573
246,0.0100562633475826,0.00814697545377006
247,0.0100000109795873,0.014166810244414
248,0.0110285429506115,0.00810042751222993
249,0.0119056004779019,0.00735987571391621
250,0.0100000109795873,0.00515900440587242
251,0.0100863518005027,0.0118206214507507
252,0.0100000109795873,0.0242317445567903
253,0.0100000219591867,0.0122063585028596
254,0.0100000219591867,0.00567981031518078
255,0.0100000219591867,0.00619657887531003
256,0.0100000219591867,0.00563548220076927
257,0.0100000219591867,0.0053727509204316
258,0.0100000219591867,0.00653989934278862
259,0.0100000219591867,0.00765906278442765
260,0.0100000219591867,0.00716743131307773
261,0.0100000219591867,0.00933110892881519
262,0.0100000219591867,0.00582753596144281
263,0.0100000219591867,0.00939935253432872
264,0.0100000219591867,0.0223295416011908
265,0.0100000219591867,0.0242804662217455
266,0.0100000219591867,0.0122671824174923
267,0.0100000219591867,0.00550742862031735
268,0.0100000219591867,0.00459633101791636
269,0.0100000219591867,0.0110719977454252
270,0.0100000219591867,0.0119893585932394
271,0.0100027123243554,0.0065319072641592
