Wavelength (nm),Transmittance(%),Std.Dev.
190,0.0100000109795873,0.0208291717283572
191,0.0100000219591867,0.011365138681998
192,0.0100000219591867,0.00743910349320065
193,0.0100000219591867,0.0123993576745788
194,0.0100000219591867,0.0122017181839301
195,0.0100000219591867,0.0204386860702519
196,0.0100000219591867,0.0122928756393938
197,0.0100000219591867,0.0118546595792245
198,0.0100000219591867,0.00948950957709746
199,0.0100000219591867,0.00598421118227031
200,0.0100000219591867,0.0153397639592292
201,0.0100000219591867,0.0344074325281988
202,0.0100000219591867,0.0368374719492648
203,0.0100000219591867,0.0177586004280703
204,0.0100000219591867,0.0116689461875716
205,0.0100000219591867,0.00948652525341517
206,0.0100000219591867,0.00857359655702921
207,0.0100000219591867,0.00696957122090267
208,0.0100000219591867,0.00526571669221469
209,0.0100000219591867,0.00521467305591527
210,0.0100000219591867,0.00559378634515777
211,0.0100000219591867,0.00622685947680479
212,0.0100000219591867,0.0195493184676579
213,0.0100000219591867,0.038062755034298
214,0.0100000219591867,0.0205952280821134
215,0.0100000219591867,0.00954645819539995
216,0.0100000219591867,0.0146488783797044
217,0.0100000219591867,0.00701685740644475
218,0.0100000219591867,0.00678369033468366
219,0.0100000219591867,0.0133600769501394
220,0.0100000219591867,0.0230490787547022
221,0.0100000219591867,0.0395937530898056
222,0.0100000219591867,0.0215755366041502
223,0.0100000219591867,0.0057824166274238
224,0.0100000219591867,0.0135891278159781
225,0.0100000219591867,0.02883517109203
226,0.0100000219591867,0.0211050746581745
227,0.0100000219591867,0.0334304860230573
228,0.0100000219591867,0.017081486664375
229,0.0100000219591867,0.00532368367420004
230,0.0100000219591867,0.00488619145251103
231,0.0100000219591867,0.0127395170981239
232,0.0100000219591867,0.0259901934644387
233,0.0100000219591867,0.0146916167162258
234,0.0100000219591867,0.0417731978303943
235,0.0100000219591867,0.0210425000173592
236,0.0100000219591867,0.00467518991184608
237,0.0100000109795873,0.00875704258895869
238,0.0100013176365594,0.0171564913278917
239,0.0100000109795873,0.00820275142525752
240,0.0100261325509439,0.00615522408302833
241,0.0101577451774793,0.0138956743877142
242,0.0100000109795873,0.0156819009181445
243,0.0100054583410498,0.0139182367905741
244,0.0100000109795873,0.00834211013696354
245,0.0100000109795873,0.0114049191893396
246,0.0100196287715037,0.0136577604060352
247,0.0100000109795873,0.0175094653880193
248,0.0103479412488631,0.0094759946245571
249,0.0106283044272548,0.0112559973889527
250,0.0100000109795873,0.00923633108591456
251,0.0100579638601875,0.0133240296994918
252,0.0100000109795873,0.0230925356502579
253,0.0105216362260979,0.012338373656136
254,0.0104921153407677,0.0119644849254995
255,0.0100000109795873,0.0111584164217005
256,0.0101339173744991,0.00706730018453952
257,0.0100641499667767,0.00918695174765341
258,0.0100000109795873,0.0108494493551413
259,0.0100038106405836,0.00930380300042535
260,0.0100000109795873,0.0199109492687422
261,0.0100000219591867,0.0255968789220194
262,0.0100000219591867,0.0165298124713844
263,0.0100000109795873,0.0143173409122073
264,0.0100041621272462,0.0157658924310661
265,0.0100000109795873,0.00868864254341428
266,0.0101414194898819,0.00297819460786366
267,0.0100125905196083,0.00688236811404965
268,0.0100000109795873,0.0145854907362291
269,0.0100003184129276,0.0150540674798862
270,0.0100000109795873,0.0253720954883957
271,0.0100000109795873,0.0128243159221548
272,0.0100873928470705,0.0100541416499957
273,0.0123536136214732,0.0248041241431262
274,0.0100000109795873,0.01117073495777
275,0.0100505455512415,0.011937850846892
276,0.0100000109795873,0.0194592888350527
277,0.0100895306518261,0.0146729045572519
278,0.0100000109795873,0.0177476441584482
279,0.0118625674734459,0.0129809741123167
280,0.0163792659119211,0.0231193655674908
281,0.0100000109795873,0.0166502431223458
282,0.0100196287715037,0.0155296513851689
283,0.0109113746289608,0.00753955293538672
284,0.0115180751963033,0.00515892937363114
285,0.0100000109795873,0.0119002821320843
286,0.0100706273593077,0.0221804475322235
287,0.0100000109795873,0.013722409475257
288,0.0100582509880893,0.00965707998162109
289,0.0100000109795873,0.0142655447696086
290,0.0116774881136793,0.00800698985698766
291,0.0163403055719337,0.00650498331869776
292,0.01830406262427,0.0114205238659472
293,0.0141021495665722,0.0128272975147892
294,0.0121930005078032,0.00828550123980665
295,0.0168878679818571,0.0132636591546255
296,0.0108407768718138,0.0169844338283058
297,0.0100000109795873,0.0137656733372582
298,0.0100298870751093,0.0177548881565421
299,0.0100130852350631,0.0207870632441246
300,0.0100000109795873,0.0203688798298716
301,0.0114373091484008,0.0116448385108647
302,0.0100000109795873,0.0118502098800707
303,0.0100163069801261,0.0130831205519993
304,0.0100000109795873,0.0181635114049451
305,0.0100000219591867,0.0175491751055564
306,0.0100000219591867,0.0263880698083576
307,0.0100000219591867,0.0206148594163599
308,0.0100000219591867,0.0176415918520286
309,0.0100000219591867,0.0154186700247103
310,0.0100000219591867,0.0117363483538263
311,0.0100000219591867,0.0154346649079961
312,0.0100000219591867,0.0124663799591653
313,0.0100000219591867,0.00766104304735197
314,0.0100000219591867,0.00989496409636536
315,0.0100000219591867,0.00718194900049456
316,0.0100000219591867,0.00945363551508811
317,0.0100000219591867,0.0117786651941056
318,0.0100000219591867,0.0182577125946417
319,0.0100000109795873,0.0124192281378898
320,0.0100379183255753,0.00930863525239417
321,0.0100000109795873,0.00876996675751827
322,0.0109820703941897,0.00691886383413319
323,0.0102028800788707,0.0121434357283375
324,0.0100000109795873,0.0174854228047173
325,0.0100080622609476,0.0120303595459489
326,0.0100000109795873,0.0124218335248462
327,0.0100203108649589,0.00902490057152598
328,0.0100000219591867,0.00952163818942637
329,0.0137008000959134,0.0193873311388405
330,0.0100000109795873,0.0136102308732067
331,0.010051251821062,0.0180005017514742
332,0.0100748078208362,0.0222554284999627
333,0.0100000109795873,0.00979284006355582
334,0.0123674971338726,0.005145786274742
335,0.0190401653383914,0.0157569713638402
336,0.0111919276958174,0.00873893014090534
337,0.0161548516669291,0.0225376410825476
338,0.0100000109795873,0.00804390439371513
339,0.0172847756080906,0.0150550778528502
340,0.014912161284071,0.0257670561758008
341,0.0100000109795873,0.0173358012254274
342,0.0123763809851918,0.0148188160164333
343,0.0163365563391047,0.015198748617967
344,0.0100008674245436,0.00550798606914082
345,0.0200068819234024,0.0123686291519823
346,0.0123708244349173,0.0139246443503453
347,0.0139762451752699,0.0101585363245394
348,0.0233566774967083,0.00817158404027933
349,0.0417346016936358,0.0129815406728125
350,0.0364701317439749,0.0113585435391237
351,0.0357955626401813,0.0118208814698005
352,0.037508860696829,0.0562542613104485
353,0.0100000109795873,0.0212185932882802
354,0.0100000109795873,0.0141705216361483
355,0.0121291363932139,0.00731853111240416
356,0.0464613013174924,0.0326894278688793
357,0.0100000109795873,0.00685855124107914
358,0.0279268245675543,0.0163599741204103
359,0.031835562029409,0.01917810877977
360,0.0168338300222844,0.0191516007814746
361,0.010526408414539,0.0107215907936117
362,0.0116438548423116,0.0192116665594234
363,0.0100000109795873,0.0147531455611217
364,0.0217391522084174,0.0183555706926127
365,0.0269682873412977,0.0264196071448676
366,0.0217889754109829,0.0136393032125574
367,0.0188486804821886,0.00697321074286317
368,0.0636286579697055,0.0268382036860271
369,0.0137576898043159,0.0136016204638716
370,0.0109067991397356,0.0177792846394311
371,0.010911242847199,0.0179696995367812
372,0.0336624609469788,0.0310799331492124
373,0.0206984127124251,0.0219326876376818
374,0.0115800567984082,0.0061409294141044
375,0.0383024611509641,0.0125802344949653
376,0.0516199039461827,0.0170288110640889
377,0.0389941630464246,0.00983183979018004
378,0.0469040955439797,0.0142457897260233
379,0.0345204462102472,0.0190450959120689
380,0.0250276375570607,0.00713750000739376
381,0.0941247555339788,0.0174441736232943
382,0.103974938651728,0.0221493830299853
383,0.115322225128847,0.013268881073939
384,0.149059408688893,0.0156536422418934
385,0.127843872223936,0.00766549125795901
386,0.155664540298574,0.00658257921756355
387,0.15736442768784,0.0050689065400117
388,0.220393013190261,0.0107378392744657
389,0.31067938110285,0.00753655004694855
390,0.264460259791066,0.00624624868531543
391,0.323668092117674,0.0130992440352357
392,0.393173705004772,0.0116589057704433
393,0.546801484823228,0.00758995273610625
394,0.722359193334706,0.00389462794756661
395,0.916387271270735,0.00710335181767362
396,1.27729383867749,0.00964851191702834
397,2.15529431888621,0.00747039201495006
398,5.48124486432611,0.00724040514454061
399,18.4746327206888,0.014455003595799
400,46.9616549176429,0.0172627003785021
401,73.7126101921961,0.0195664662079747
402,89.3503088205611,0.0262021069187455
403,93.9013823360835,0.018075424436798
404,94.1753048277053,0.0175610531693559
405,95.4586928438205,0.0180043940319754
