Wavelength (nm),Transmittance(%),Std.Dev.
190,0.0126607082222043,0.00781527343032825
191,0.0100000109795873,0.00405874483420397
192,0.010038160795213,0.00553488063541084
193,0.0100000109795873,0.00852509026946342
194,0.0100000219591867,0.00518667252092946
195,0.0100000219591867,0.00656875141273036
196,0.0100000219591867,0.0121814790214007
197,0.0100000219591867,0.0198527833212281
198,0.0100000219591867,0.00999401077587251
199,0.0100000219591867,0.00512094003091041
200,0.0100000219591867,0.00346455847644535
201,0.0100000219591867,0.00481688469632296
202,0.0100000219591867,0.0093467019360916
203,0.0100000219591867,0.0195873538058006
204,0.0100000219591867,0.0398739164300652
205,0.0100000219591867,0.0190220231899596
206,0.0100000219591867,0.0079392640634487
207,0.0100000219591867,0.00549271956388532
208,0.0100000219591867,0.0111246641334741
209,0.0100000109795873,0.0166866445659836
210,0.0100017568873262,0.00809894644053147
211,0.0100000109795873,0.00329067800206491
212,0.0100319355899471,0.00325734614179585
213,0.0100308451993287,0.00531018961451359
214,0.0100000109795873,0.00637371930887445
215,0.0100017129613814,0.0123087692922
216,0.0100000109795873,0.0257619325266663
217,0.0100000219591867,0.015544607062277
218,0.0100000219591867,0.00599923228229716
219,0.0100000219591867,0.00391454234353614
220,0.0100000219591867,0.00659395092589197
221,0.0100000219591867,0.00833654114832642
222,0.0100000219591867,0.0164969884608204
223,0.0100000219591867,0.00931027762853769
224,0.0100000219591867,0.00542910966245956
225,0.0100000219591867,0.0137639252395846
226,0.0100000219591867,0.0281600892003382
227,0.0100000219591867,0.0243051100237851
228,0.0100000219591867,0.0439159736323087
229,0.0100000219591867,0.0210359631089208
230,0.0100000219591867,0.016706044580142
231,0.0100000219591867,0.0289829299237995
232,0.0100000219591867,0.0155760620701455
233,0.0100000219591867,0.0130277395787546
234,0.0100000219591867,0.0300803595093041
235,0.0100000219591867,0.0139553838017471
236,0.0100000219591867,0.00854524151335096
237,0.0100000219591867,0.0128113912721435
238,0.0100000219591867,0.00821852551117799
239,0.0100000219591867,0.003859779886474
240,0.0100000219591867,0.00676966302273665
241,0.0100000109795873,0.0113761542650719
242,0.0100144045957809,0.00641601527257589
243,0.0100000109795873,0.00329789188539768
244,0.0102794087538465,0.0038780674058988
245,0.0108460629674697,0.0055368156093792
246,0.0100000109795873,0.00299151078930727
247,0.0100200358216887,0.0042505878863485
248,0.0100617965887149,0.00936800997225063
249,0.0100000109795873,0.0157045834954302
250,0.0113594415015088,0.0133525410567448
251,0.0118449842797309,0.0233756262645421
252,0.0100000109795873,0.0124764209714897
253,0.0100896303532588,0.00904918982851417
254,0.0100000109795873,0.00776174887281718
255,0.010057533183703,0.00635138783686469
256,0.0100000109795873,0.00498088524550501
257,0.0112758130116746,0.00487040425997954
258,0.0104812116619044,0.00582960405084152
259,0.0109453193977574,0.00365649526296106
260,0.0104540536651872,0.004354478300739
261,0.0100000109795873,0.00419064724684273
262,0.0100000109795873,0.00533212412468532
263,0.0126842922329817,0.00480773494837478
264,0.0100000109795873,0.00554767134714737
265,0.0159730984260237,0.00784546538751508
266,0.0105342820532162,0.00880617406470312
267,0.0121309876369429,0.00585822378684869
268,0.0152515787060489,0.00543280518984289
